"id","date","type","seller","description","price","quantity","currency","created_at","updated_at","company_expense","tax","expense_category_id","paid_by_others"
"1130","2025-04-15","Alcohol","262Live","2 bira","310.00","1.00","₺","2025-04-15 20:46:40","2025-04-15 20:46:40","0",NULL,"10",NULL
"1131","2025-04-19","Savings","BinanceTR","Günlük yatırım.","2500.00","1.00","₺","2025-04-20 08:57:18","2025-04-20 08:57:18","0",NULL,"8",NULL
"1132","2025-04-20","Collection","Migros","Kafkaokur","95.00","1.00","₺","2025-04-20 21:46:40","2025-04-20 21:46:40","0",NULL,"4",NULL
"1133","2025-04-20","Alcohol","Migros","4+4 8 kutu bira.","520.00","1.00","₺","2025-04-20 21:47:30","2025-04-20 21:47:30","0",NULL,"10",NULL
"1134","2025-04-21","Market","Market","2 su, bisküvi","65.00","1.00","₺","2025-04-21 13:35:13","2025-04-21 13:35:13","0",NULL,"1",NULL
"1135","2025-04-21","Coffee","Market","2 çay.","40.00","1.00","₺","2025-04-21 13:35:42","2025-04-21 13:35:42","0",NULL,"11",NULL
"1136","2025-04-22","Coffee","Market","Kahvaltılık çay su bisküvi.","90.00","1.00","₺","2025-04-22 04:45:38","2025-07-01 16:09:16","1","8.18","11",NULL
"1137","2025-04-21","Alcohol","262Live","2 bira","320.00","1.00","₺","2025-04-22 04:46:11","2025-04-22 04:46:11","0",NULL,"10",NULL
"1138","2025-03-12","Tax-Penalty Charge","SEYİR MOBİL YAZILIM ELEKTRONİK OTOMASYON SİSTEMLERİ SAN. VE TİC. AŞ.","UTTS Takılma bedeli.","2791.45","1.00","₺","2025-04-22 13:27:36","2025-04-22 13:27:36","1",NULL,"13",NULL
"1139","2025-04-23","Savings","BinanceTR","Günlük otomatik alım yatırımı.","1000.00","1.00","₺","2025-04-23 10:49:54","2025-04-23 10:50:00","0",NULL,"8",NULL
"1140","2025-04-22","Alcohol","262Live","1 bira bir kokteyl.","410.00","1.00","₺","2025-04-23 10:50:26","2025-04-23 10:50:26","0",NULL,"10",NULL
"1141","2025-04-25","Savings","BinanceTR","Otomatik yatırım","1000.00","1.00","₺","2025-04-26 20:48:18","2025-04-26 20:48:18","0",NULL,"8",NULL
"1142","2025-04-25","Barber","MesseStella","Saç traşı","500.00","1.00","₺","2025-04-26 20:50:12","2025-04-26 20:50:24","0",NULL,"12",NULL
"1143","2025-04-25","Women","Doping","Şeyda ile Doping’te 2 bira","410.00","1.00","₺","2025-04-26 20:52:16","2025-04-26 20:52:16","0",NULL,"20",NULL
"1144","2025-04-25","Women","262Live","Şeyda ile 262’de 2’şer bira ve north shot","900.00","1.00","₺","2025-04-26 20:53:44","2025-04-26 20:53:44","0",NULL,"20",NULL
"1145","2025-04-25","Meal","Aktaşlı Çiğköfte","Dürüm ayran","110.00","1.00","₺","2025-04-26 20:55:07","2025-07-01 15:58:33","1","10.00","3",NULL
"1146","2025-04-24","Alcohol","262Live","2 bira","320.00","1.00","₺","2025-04-26 20:57:41","2025-04-26 20:57:41","0",NULL,"10",NULL
"1147","2025-04-25","Meal","Starbucks","Kahve sandviç","259.00","1.00","₺","2025-04-26 20:58:33","2025-04-26 20:58:33","0",NULL,"3",NULL
"1148","2025-04-26","Alcohol","262Live","2 bira","320.00","1.00","₺","2025-04-27 07:07:49","2025-04-27 07:07:49","0",NULL,"10",NULL
"1149","2025-04-28","Tax-Penalty Charge","Devlet","3 aylık stopaj vergisi.","826.00","1.00","₺","2025-04-28 10:54:44","2025-04-28 10:54:44","1",NULL,"13",NULL
"1150","2025-04-28","Bills","Gürkan Öztaban","Aylık muhasebeci bedeli.","1943.70","1.00","₺","2025-04-28 10:56:06","2025-04-28 10:56:06","1",NULL,"18",NULL
"1151","2025-04-28","Savings","Devlet","Bağkur Aylık Prim Ödemesi.","7736.63","1.00","₺","2025-04-28 10:56:52","2025-04-28 10:56:52","1",NULL,"8",NULL
"1152","2025-04-28","Market","Onyaka","Market alışverişi","325.39","1.00","₺","2025-04-28 14:40:40","2025-04-28 14:40:40","0",NULL,"1",NULL
"1153","2025-04-30","Hobby","Tanguero","Gösteri ayakkabısı","7000.00","1.00","₺","2025-04-30 15:22:13","2025-04-30 15:22:13","0",NULL,"14",NULL
"1154","2025-04-30","Meal","Kızılkaya","3 ıslak burger 1 ayran","325.00","1.00","₺","2025-04-30 16:34:51","2025-04-30 16:34:51","1",NULL,"3",NULL
"1155","2025-04-30","Collection","Kitapçı","Jiren anahtarlık figürü","100.00","1.00","₺","2025-04-30 16:51:32","2025-07-01 16:01:10","1","0.00","4",NULL
"1156","2025-04-30","Alcohol","Migros","Bremen ve Belfeast","135.00","1.00","₺","2025-04-30 16:52:51","2025-04-30 16:52:51","0",NULL,"10",NULL
"1157","2025-04-30","Women","Workshop Tango Cafe","Arzum ile dans pratiği ve kahve.","410.00","1.00","₺","2025-04-30 16:55:48","2025-04-30 16:55:48","1",NULL,"20",NULL
"1158","2025-04-30","Parking","İspark",NULL,"275.00","1.00","₺","2025-04-30 16:56:22","2025-04-30 16:56:22","1",NULL,"5",NULL
"1159","2025-04-30","Health","MedikalPark","Muayene katılım payı.","50.00","1.00","₺","2025-04-30 17:29:17","2025-04-30 17:29:17","0",NULL,"9",NULL
"1160","2025-04-30","Meal","CafeDeMedikal","Büşra ile çay sandviç.","135.00","1.00","₺","2025-04-30 17:29:56","2025-04-30 17:29:56","1",NULL,"3",NULL
"1161","2025-05-01","Women","DağdelenTekel","5 bomonti ve 1 çerez","580.00","1.00","₺","2025-05-02 12:12:41","2025-05-02 12:12:41","0",NULL,"20",NULL
"1162","2025-05-02","Collection","Migros","Kafa dergisi ve kitap","155.00","1.00","₺","2025-05-02 12:56:37","2025-05-02 12:56:37","0",NULL,"4",NULL
"1163","2025-05-03","Alcohol","262Live","1 bira çerez su","270.00","1.00","₺","2025-05-04 13:00:16","2025-05-04 13:00:16","0",NULL,"10",NULL
"1164","2025-05-07","Hobby","Qerida","Milonga giriş ücreti.","300.00","1.00","₺","2025-05-08 18:21:42","2025-05-08 18:21:42","0",NULL,"14",NULL
"1165","2025-05-08","Meal","Yakamoz","Yoğurtlu tantuni.","190.00","1.00","₺","2025-05-09 09:44:30","2025-05-09 09:44:30","1",NULL,"3",NULL
"1166","2025-05-08","Alcohol","262Live","1 bira","160.00","1.00","₺","2025-05-09 09:44:55","2025-05-09 09:44:55","0",NULL,"10",NULL
"1168","2025-05-07","Coffee","Starbucks","Soğuk amerikano","105.00","1.00","₺","2025-05-09 09:47:30","2025-05-09 09:47:30","1",NULL,"11",NULL
"1169","2025-05-07","Parking","Otopark","Otopark","275.00","1.00","₺","2025-05-09 09:47:55","2025-05-09 09:47:55","1",NULL,"5",NULL
"1171","2025-05-09","Market","A101","Dondurma ve mısır patlağı","98.00","1.00","₺","2025-05-09 16:03:16","2025-05-09 16:03:16","0",NULL,"1",NULL
"1172","2025-05-12","Alcohol","262Live","2 Blanc","300.00","1.00","₺","2025-05-13 12:18:33","2025-05-13 12:19:47","0",NULL,"10",NULL
"1173","2025-05-12","Market","Market","Abur cubur","180.00","1.00","₺","2025-05-13 12:19:39","2025-05-13 12:19:39","0",NULL,"1",NULL
"1174","2025-05-13","Meal","Köfteci Yusuf","Annem babam ben yemek","500.00","1.00","₺","2025-05-13 12:20:48","2025-05-16 14:50:01","1","45.45","3",NULL
"1175","2025-05-13","Fuel","Total","22.02lt x 45.42₺","1000.00","1.00","₺","2025-05-13 12:21:27","2025-05-16 14:49:35","1","166.67","2",NULL
"1176","2025-05-13","Coffee","Starbucks","Kahve","105.00","1.00","₺","2025-05-13 12:21:58","2025-05-16 14:50:16","1","9.55","11",NULL
"1177","2025-05-13","Fuel","Şenel Petrol","22.43lt x 44.59₺","1000.00","1.00","₺","2025-05-13 12:32:30","2025-05-16 14:49:21","1","166.67","2",NULL
"1178","2025-05-14","Market","File","Market alışverişi.","3045.64","1.00","₺","2025-05-14 16:37:14","2025-05-14 16:37:14","0",NULL,"1",NULL
"1179","2025-05-14","Alcohol","Migros","4lü belfeast kutu","299.00","1.00","₺","2025-05-14 16:37:36","2025-05-14 16:37:36","0",NULL,"10",NULL
"1180","2025-05-12","Benefaction","262Live","Bahşiş.","40.00","1.00","₺","2025-05-14 16:38:17","2025-05-14 16:38:17","0",NULL,"7",NULL
"1181","2025-05-15","Meal","Bereket Komagene","Akşam yemeği mega çiğ köfte ayran.","125.00","1.00","₺","2025-05-16 12:23:56","2025-05-16 14:48:33","1","11.36","3",NULL
"1182","2025-05-15","Alcohol","262Live","1 bira","160.00","1.00","₺","2025-05-16 12:24:14","2025-05-16 12:24:14","0",NULL,"10",NULL
"1183","2025-05-16","Savings","BinanceTR","Günlük otomatik yatırım.","1000.00","1.00","₺","2025-05-16 12:25:55","2025-05-16 12:26:02","0",NULL,"8",NULL
"1184","2025-05-15","Benefaction","262Live","Bahşiş.","50.00","1.00","₺","2025-05-16 12:26:34","2025-05-16 12:26:34","0",NULL,"7",NULL
"1185","2025-05-08","Market","DecoPetrol","Abur cubur","114.00","1.00","₺","2025-05-16 12:31:18","2025-05-16 12:31:18","0",NULL,"1",NULL
"1186","2025-05-02","Health","İremEczanesi","İlaç fark ücreti.","55.34","1.00","₺","2025-05-16 12:37:13","2025-05-16 12:37:13","0",NULL,"9",NULL
"1187","2025-05-09","Meal","Avşarbey","yemek.","190.00","1.00","₺","2025-05-16 14:46:42","2025-05-16 14:48:12","1","17.27","3",NULL
"1188","2025-05-07","Coffee","Starbucks","Amerikano","105.00","1.00","₺","2025-05-16 14:51:12","2025-05-16 14:51:12","1","9.55","11",NULL
"1189","2025-05-03","Meal","Poyraz Market","Atıştırmalık","145.00","1.00","₺","2025-05-16 14:52:03","2025-05-16 14:52:03","1","1.44","3",NULL
"1190","2025-05-07","Women","Starbucks","Buse ile kahvaltı ve kahve.","550.00","1.00","₺","2025-05-16 14:53:10","2025-05-16 14:54:28","1","50.00","20",NULL
"1191","2025-05-07","Meal","KekikEge","Öğle yemeği.","490.00","1.00","₺","2025-05-16 14:53:49","2025-05-16 14:53:49","1","44.55","3",NULL
"1192","2025-05-20","Savings","BinanceTR","Otomatik yatırım bedeli.","1000.00","1.00","₺","2025-05-20 07:20:35","2025-05-20 07:20:35","0",NULL,"8",NULL
"1193","2025-05-20","Fuel","VKN:3540246181","50,5lt*46,97₺","2371.99","1.00","₺","2025-05-26 10:42:56","2025-05-26 10:42:56","1","395.33","2",NULL
"1194","2025-05-25","Fuel","VKN:5440054035","41.87lt X 48,64₺","2036.56","1.00","₺","2025-05-26 11:20:06","2025-05-26 11:20:06","1","339.43","2",NULL
"1195","2025-05-25","Fuel","VKN:1490047981","41.54lt X 46.95₺","1950.30","1.00","₺","2025-05-26 11:21:56","2025-05-26 11:21:56","1","325.05","2",NULL
"1196","2025-05-25","Meal","VKN:19964521940","Caliente ekibi ile akşam yemeği.","1520.00","1.00","₺","2025-05-26 11:27:45","2025-05-26 11:27:45","1","138.18","3",NULL
"1197","2025-05-21","Meal","Müşerref Kadan VKN:19024779762","Yemek.","410.00","1.00","₺","2025-05-26 11:29:14","2025-05-26 11:29:14","1","37.27","3",NULL
"1198","2025-05-21","Market","VKN: 6490251128","Su çikolata.","210.00","1.00","₺","2025-05-26 11:30:17","2025-05-26 11:30:17","1","2.08","1",NULL
"1199","2025-05-26","Benefaction","262Live","Bahşiş","100.00","1.00","₺","2025-05-26 19:10:55","2025-05-26 19:10:55","0",NULL,"7",NULL
"1200","2025-05-26","Clothes","Terzi","2 pantolon A’sı tamiri.","400.00","1.00","₺","2025-05-26 19:16:07","2025-05-26 19:16:07","0",NULL,"15",NULL
"1201","2025-06-01","Hobby","Marangoz","Plaklar için plak kutusu.","500.00","1.00","₺","2025-06-01 15:49:04","2025-06-01 15:49:04","0",NULL,"14",NULL
"1202","2025-05-31","Alcohol","JollyJoker","1 bomonti filtresiz.","500.00","1.00","₺","2025-06-01 15:49:52","2025-06-01 15:49:52","0",NULL,"10",NULL
"1203","2025-06-02","Fuel","Total","49.38lt x 47₺","2320.86","1.00","₺","2025-06-02 13:36:55","2025-06-02 13:36:55","1","386.81","2",NULL
"1204","2025-06-02","Meal","Köfteci Yusuf","Öğle yemeği çorba ve et döner porsiyon","320.00","1.00","₺","2025-06-02 13:38:14","2025-06-02 13:38:14","1","29.09","3",NULL
"1205","2025-06-01","Meal","Maçka","Gece çorbası","295.00","1.00","₺","2025-06-02 13:41:39","2025-06-02 13:41:39","1","26.82","3",NULL
"1206","2025-06-02","Coffee","Colombia","Kahve ve sandviç","295.00","1.00","₺","2025-06-02 13:44:57","2025-06-02 13:44:57","1","26.82","11",NULL
"1207","2025-06-01","Meal","Manifesto","Tuğçe ile yemek bira.","615.00","1.00","₺","2025-06-02 16:34:37","2025-06-02 16:34:37","1","55.91","3",NULL
"1208","2025-06-02","Barber","MuratSöyük",NULL,"500.00","1.00","₺","2025-06-02 18:28:47","2025-06-02 18:28:47","0","0.00","12",NULL
"1209","2025-06-02","Hobby","Aktiffelsefe","Ocak Şubat Mart ayları aidatı.","1500.00","1.00","₺","2025-06-02 18:30:04","2025-06-02 18:30:04","0","0.00","14",NULL
"1210","2025-06-03","Hobby","MEB","Tango eğitmenlik sınavı ücreti.","1000.00","1.00","₺","2025-06-03 07:52:29","2025-06-03 07:52:29","0","0.00","14",NULL
"1211","2025-06-02","Health","Eczane","İlaç parası","187.00","1.00","₺","2025-06-03 07:54:28","2025-06-03 07:54:28","0","0.00","9",NULL
"1212","2025-06-03","Accommodation","AirBNB","Belgrad konaklama","9394.30","1.00","₺","2025-06-03 07:55:17","2025-07-01 12:19:51","0",NULL,"16",NULL
"1213","2025-06-02","Alcohol","262Live","2 bira 2 shot","600.00","1.00","₺","2025-06-03 07:58:48","2025-06-03 07:59:02","0","0.00","10",NULL
"1214","2025-06-12","Meal","TavadaTavuk","Öğle yemeği.","320.00","1.00","₺","2025-06-12 12:15:02","2025-06-12 12:15:02","1","29.09","3",NULL
"1215","2025-06-12","Collection","Migros","5 adet dergi.","460.75","1.00","₺","2025-06-12 12:15:28","2025-06-12 12:15:28","0",NULL,"4",NULL
"1216","2025-06-13","Fuel","Opet","39.12lt x 48.57₺","1900.00","1.00","₺","2025-06-13 09:33:19","2025-06-13 09:33:19","1","316.67","2",NULL
"1217","2025-06-11","Alcohol","DutyFree","Bacardi ve Gin.","2049.36","1.00","₺","2025-06-13 09:39:37","2025-06-13 09:39:37","0","0.00","10",NULL
"1218","2025-06-12","Women","Rakun Bar","Tuğçe ile Rakun'da bira ve gin kokteyl.","600.00","1.00","₺","2025-06-13 09:40:40","2025-06-13 09:40:40","0","0.00","20",NULL
"1219","2025-06-10","Clothes","LCW","7'li çorap.","230.00","1.00","₺","2025-06-13 09:41:17","2025-06-13 09:41:17","0","0.00","15",NULL
"1220","2025-06-11","Transportation","PinkTaxi","Havaalanına taksi.","1083.69","1.00","₺","2025-06-13 09:42:00","2025-06-13 09:42:08","0","0.00","6",NULL
"1221","2025-06-10","Digital Asset","Aruba","VPS kira süresini 1 yıl uzatmak için bakiye ekleme.","2821.87","1.00","₺","2025-06-13 09:43:11","2025-06-13 09:43:11","0","0.00","21",NULL
"1222","2025-06-03","Transportation","PinkTaxi","Havaalanından eve taksi","1372.57","1.00","₺","2025-06-13 09:49:11","2025-06-13 09:49:11","0","0.00","6",NULL
"1223","2025-06-13","Coffee","CafeKristo","Çay kahve.","165.00","1.00","₺","2025-06-14 08:16:32","2025-06-14 08:16:32","1","15.00","11",NULL
"1224","2025-05-26","Coffee","Starbucks","Amerikano","114.00","1.00","₺","2025-06-14 08:27:25","2025-06-24 10:10:14","1","10.36","11",NULL
"1225","2025-05-19","Meal","VKN:41842658738","Gece dönercisinden yemek.","470.00","1.00","₺","2025-06-14 08:37:50","2025-06-14 08:37:50","1","4.65","3",NULL
"1226","2025-05-19","Meal","VKN: 40861178982","Tenis ekibi ile çay dondurma.","675.00","1.00","₺","2025-06-14 08:39:52","2025-06-14 08:39:52","1","61.36","3",NULL
"1227","2025-05-19","Meal","VKN: 1050564592","Dürüm ayran.","105.00","1.00","₺","2025-06-14 08:40:45","2025-06-14 08:40:45","1","9.55","3",NULL
"1228","2025-05-20","Meal","Happy Moons","Akşam yemeği.","396.00","1.00","₺","2025-06-14 08:42:48","2025-06-14 08:42:48","1","36.00","3",NULL
"1229","2025-06-14","Collection","Amazon","2 kitap.","386.81","1.00","₺","2025-06-14 10:58:21","2025-06-14 10:58:21","0","0.00","4",NULL
"1230","2025-06-13","Meal","McDonalds","Akşam yemeği.","390.00","1.00","₺","2025-06-16 08:37:21","2025-06-16 08:37:21","1","35.45","3",NULL
"1231","2025-06-15","Meal","YakamozTantuni","Tuğçe ile akşam yemeği.","510.00","1.00","₺","2025-06-16 08:38:26","2025-06-16 08:38:26","1","46.36","3",NULL
"1232","2025-06-12","Parking","Ulaşımpark","Otopark.","40.00","1.00","₺","2025-06-16 08:39:22","2025-06-16 08:39:22","1","6.67","5",NULL
"1233","2025-06-15","Electrical Material","Avcı Elektrik","30metre CAT6 kablo.","500.00","1.00","₺","2025-06-16 08:43:38","2025-06-21 17:10:28","1","83.33","22",NULL
"1234","2025-05-17","Meal","AltıntaşBörek","Kahvaltılık.","170.00","1.00","₺","2025-06-16 08:46:50","2025-06-16 08:46:50","1","15.45","3",NULL
"1235","2025-05-15","Coffee","Starbucks","Amerikano","114.00","1.00","₺","2025-06-16 08:48:55","2025-06-16 08:48:55","1","10.36","11",NULL
"1236","2025-06-16","Alcohol","262Live","2 bira","320.00","1.00","₺","2025-06-16 21:36:23","2025-06-16 21:36:23","0",NULL,"10",NULL
"1237","2025-06-16","Tax-Penalty Charge","Erdeğer Ford","15k araç bakımı.","13593.88","1.00","₺","2025-06-16 21:37:42","2025-06-16 21:37:42","1","2265.65","13",NULL
"1238","2025-06-16","Coffee","Mountain","Emre ile 2 kahve 1 mozaik pasta","420.00","1.00","₺","2025-06-16 21:40:43","2025-06-16 21:40:43","1","38.18","11",NULL
"1239","2025-06-18","Meal","Yakamoz","Gece çorba dürüm","175.00","1.00","₺","2025-06-17 21:43:26","2025-06-17 21:43:26","1","15.91","3",NULL
"1240","2025-06-17","Alcohol","262Live","2 fıçı","320.00","1.00","₺","2025-06-17 21:44:21","2025-06-17 21:44:21","0",NULL,"10",NULL
"1241","2025-06-18","Digital Asset","Hurmalar","1000 adet kartvizit.","750.00","1.00","₺","2025-06-18 11:53:35","2025-06-18 11:53:35","1","125.00","21",NULL
"1242","2025-06-18","Coffee","Greenwich","Amerikano","145.00","1.00","₺","2025-06-18 11:54:10","2025-06-18 11:54:10","1","13.18","11",NULL
"1243","2025-06-19","Savings","BinanceTR","günlük otomatik yatırım bedeli.","1500.00","1.00","₺","2025-06-19 12:07:07","2025-06-19 12:07:07","0",NULL,"8",NULL
"1244","2025-06-19","Fuel","VKN: 7290015043","49.96lt x 49.84₺","2490.00","1.00","₺","2025-06-21 17:12:52","2025-06-21 17:12:52","1","415.00","2",NULL
"1245","2024-01-26","Electronic","Koçtaş","Koçtaş Basic PX-24F kombi.","15299.10","1.00","₺","2025-06-21 17:38:22","2025-06-21 17:38:22","0",NULL,"19",NULL
"1246","2024-01-02","Clothes","Boyner","Skechers Kahverengi Bot.","3909.15","1.00","₺","2025-06-21 17:41:05","2025-06-21 17:41:05","0",NULL,"15",NULL
"1247","2025-06-21","Alcohol","262Live","2 bira","320.00","1.00","₺","2025-06-22 11:22:05","2025-06-22 11:22:05","0","0.00","10",NULL
"1248","2025-06-20","Market","Poyraz Market","Abur cubur.","190.00","1.00","₺","2025-06-22 11:24:09","2025-06-22 11:24:09","1","1.88","1",NULL
"1249","2025-06-17","Meal","Yakamoz","Çorba ve çiğ köfte dürüm.","175.00","1.00","₺","2025-06-22 11:27:02","2025-06-22 11:27:02","1","15.91","3",NULL
"1250","2025-06-22","Meal","Yakamoz","Yoğurtlu tavuk tantuni.","190.00","1.00","₺","2025-06-22 11:29:18","2025-06-22 11:29:18","1","17.27","3",NULL
"1251","2025-06-19","Meal","TavukDünyası","Öğle yemeği.","325.00","1.00","₺","2025-06-22 11:30:16","2025-06-22 11:30:16","1","29.55","3",NULL
"1252","2025-06-24","Coffee","VKN: 9760185119","Soğuk filtre kahve","135.00","1.00","₺","2025-06-24 09:50:47","2025-06-24 09:50:47","1","12.27","11",NULL
"1253","2025-05-04","Fuel","Şenel Petrol","49.36lt x 44.59₺","2200.96","1.00","₺","2025-06-24 09:52:41","2025-06-24 09:52:41","1","366.83","2",NULL
"1254","2025-05-04","Coffee","Starbucks","Kahve ve haşhaşlı 3 peynirli.","259.00","1.00","₺","2025-06-24 09:54:01","2025-06-24 09:54:01","1","23.55","11",NULL
"1255","2025-05-04","Parking","Capitol AVM","Otopark","180.00","1.00","₺","2025-06-24 09:55:14","2025-06-24 09:55:14","1","30.00","5",NULL
"1256","2025-06-23","Fuel","Şenel Petrol","38.47lt x 50.99₺","1961.59","1.00","₺","2025-06-24 09:56:59","2025-06-24 09:56:59","1","326.93","2",NULL
"1257","2025-05-18","Coffee","Kırmızı Çaydanlık","Çay su","140.00","1.00","₺","2025-06-24 09:58:23","2025-06-24 09:58:23","1","12.73","11",NULL
"1258","2025-05-29","Meal","VKN: 0060376908","Ton balıklı sandviç","175.00","1.00","₺","2025-06-24 10:08:39","2025-06-24 10:08:39","1","1.73","3",NULL
"1259","2025-05-26","Market","Migros","Hazır sushi","426.70","1.00","₺","2025-06-24 10:10:51","2025-06-24 10:10:51","0",NULL,"1",NULL
"1260","2025-06-23","Parking","Ulaşımpark","Otopark","40.00","1.00","₺","2025-06-24 10:11:35","2025-06-24 10:11:35","0",NULL,"5",NULL
"1261","2025-04-18","Women","ToyzzShop","Filiz için doğum günü hediyesi pelüş pembe panter.","369.99","1.00","₺","2025-06-24 10:15:36","2025-06-24 10:15:36","0",NULL,"20",NULL
"1262","2025-04-17","Market","File","Market alışverişi.","2202.68","1.00","₺","2025-06-24 10:16:25","2025-06-24 10:16:25","0",NULL,"1",NULL
"1263","2025-05-16","Meal","VKN: 9580251169","Çiğ köfte.","90.00","1.00","₺","2025-06-24 10:17:57","2025-06-24 10:17:57","1","8.18","3",NULL
"1264","2025-04-12","Alcohol","MacroCenter","Gin ve Smirnoff North","2225.38","1.00","₺","2025-06-24 10:19:44","2025-06-24 10:19:44","0",NULL,"10",NULL
"1265","2025-05-19","Market","A101","Boya kitap ıvır zıvır.","304.05","1.00","₺","2025-06-24 10:21:49","2025-06-24 10:21:49","0",NULL,"1",NULL
"1266","2025-04-08","Market","Şok","market alışverişi","228.75","1.00","₺","2025-06-24 10:22:43","2025-06-24 10:22:43","0",NULL,"1",NULL
"1267","2025-06-23","Meal","VKN: 5430493055","Poğaça.","50.00","1.00","₺","2025-06-24 10:25:50","2025-06-24 10:25:50","1","4.55","3",NULL
"1268","2025-05-28","Electrical Material","VKN: 2921365507","Elektrik malzemeleri.","21155.71","1.00","₺","2025-06-24 10:42:11","2025-06-24 10:42:11","1","3525.95","22",NULL
"1269","2025-05-14","Electrical Material","Amazon","Kontrol kalemi poşet dosya magazinlik","894.10","1.00","₺","2025-06-24 10:45:41","2025-06-24 10:45:41","1","149.04","22",NULL
"1270","2025-05-12","Electrical Material","Amazon","Tornavida takımı","714.80","1.00","₺","2025-06-24 10:46:55","2025-06-24 10:46:55","1","119.13","22",NULL
"1271","2025-06-18","Market","Çağrı","Su ve danone yoğurt","87.00","1.00","₺","2025-06-24 10:52:27","2025-06-24 10:52:27","0",NULL,"1",NULL
"1272","2025-06-22","Benefaction","Pişmaniyeci","3 tane pişmaniye.","630.00","1.00","₺","2025-06-24 10:53:15","2025-06-24 10:53:15","1","6.24","7",NULL
"1273","2025-06-15","Parking","Ulaşımpark","otopark","40.00","1.00","₺","2025-06-24 10:57:05","2025-06-24 10:57:05","0",NULL,"5",NULL
"1274","2025-06-24","Savings","BinanceTR","Otomatik yatırım","1200.00","1.00","₺","2025-06-24 11:19:56","2025-06-24 11:19:56","0",NULL,"8",NULL
"1275","2025-06-24","Alcohol","262Live","3 bira","480.00","1.00","₺","2025-06-25 10:17:30","2025-06-25 10:17:30","0",NULL,"10",NULL
"1276","2025-06-25","Meal","Miles Coffee","Sandviç ve kahve","365.00","1.00","₺","2025-06-25 10:19:45","2025-06-25 10:19:45","1","33.18","3",NULL
"1277","2025-06-24","Coffee","Starbucks","Amerikano","130.00","1.00","₺","2025-06-25 10:21:03","2025-06-25 10:21:03","1","11.82","11",NULL
"1278","2025-06-24","Meal","VKN: 6500163030","Ailemle yemek.","895.00","1.00","₺","2025-06-25 10:22:05","2025-06-25 10:22:05","1","81.36","3",NULL
"1279","2025-06-26","Bills","Gürkan Öztaban","Muhasebeci ücreti.","1943.70","1.00","₺","2025-06-26 10:18:10","2025-08-26 08:58:18","1","443.70","18",NULL
"1280","2025-06-26","Savings","Bağkur","Mayıs bağkur ödemesi.","7736.63","1.00","₺","2025-06-26 10:19:45","2025-06-26 10:19:45","1","0.00","8",NULL
"1281","2025-06-27","Savings","BinanceTR","Günlük yatırım.","1200.00","1.00","₺","2025-06-27 11:29:47","2025-06-27 11:29:47","0",NULL,"8",NULL
"1282","2025-06-27","Tax-Penalty Charge","Devlet","Trafik park cezası.","744.75","1.00","₺","2025-06-27 13:47:09","2025-06-27 13:47:09","0",NULL,"13",NULL
"1283","2025-06-24","Meal","Köfteci Yusuf","Annem ve babamla yemek. Parasını babam ödedi.","815.00","1.00","₺","2025-06-28 09:17:58","2025-06-28 09:17:58","1","74.09","3",NULL
"1284","2025-06-25","Women","Okenos","İlayda ve Asen ile bira soda.","375.00","1.00","₺","2025-06-28 09:19:32","2025-06-28 09:19:32","1","34.09","20",NULL
"1285","2025-06-24","Meal","VKN: 9580251169","Akşam yemeği makarna.","200.00","1.00","₺","2025-06-28 09:24:25","2025-06-28 09:24:25","1","18.18","3",NULL
"1286","2025-06-26","Meal","VKN: 2790337728","2 poğaça","50.00","1.00","₺","2025-06-28 09:25:34","2025-06-28 09:25:34","1","0.00","3",NULL
"1287","2025-06-24","Electrical Material","VKN: 5740132885","Koçtaştan merdiven ve sarf malzeme.","3098.99","1.00","₺","2025-06-28 09:32:57","2025-06-28 09:32:57","1","516.50","22",NULL
"1288","2025-06-28","Market","File","Market alışverişi","1904.04","1.00","₺","2025-06-28 14:22:29","2025-06-28 14:22:29","0",NULL,"1",NULL
"1289","2025-06-25","Market","Depo Petrol","Abur cubur","330.50","1.00","₺","2025-06-28 14:27:45","2025-06-28 14:27:45","0",NULL,"1",NULL
"1290","2025-06-29","Fuel","Petrol Ofisi","50.96lt x 49.06₺","2500.10","1.00","₺","2025-06-29 08:52:28","2025-06-29 08:52:28","1","416.68","2",NULL
"1291","2025-06-28","Health","Arasta Eczane","Babam için ilaç.","30.00","1.00","₺","2025-06-30 16:40:33","2025-06-30 16:40:33","0",NULL,"9",NULL
"1292","2025-06-30","Meal","A101","Market alışverişi.","122.00","1.00","₺","2025-06-30 16:41:23","2025-06-30 16:41:23","0",NULL,"3",NULL
"1293","2025-06-30","Market","Bakkal","5 adet su.","37.50","1.00","₺","2025-06-30 16:45:36","2025-06-30 16:45:36","0",NULL,"1",NULL
"1294","2025-06-29","Hobby","TangoPort","Milonga giriş ücreti.","300.00","1.00","₺","2025-07-01 00:03:40","2025-07-01 00:03:40","0",NULL,"14",NULL
"1295","2025-06-25","Hobby","LosAmigos","Milonga Qerida giriş ücreti.","300.00","1.00","₺","2025-07-01 00:04:33","2025-07-01 00:04:33","0",NULL,"14",NULL
"1296","2025-06-29","Alcohol","Okenos","2 fıçı bira.","190.00","1.00","₺","2025-07-01 00:12:43","2025-07-01 00:12:43","1","17.27","10",NULL
